R0,VE,n_breach,net_FoI,net_FoI_maxVE,net_exp_days,breach_per_IA,FoI_per_IA,exp_days_per_IA,net_FoI_rel_base,net_FoI_maxVE_rel_base
1,0,4762,689.508981884586,689.508981884586,12082.2000000001,0.171739424944455,0.00980085382156352,0.171739424944455,0.269447745132394,0.269447745132394
1,0.1,4031,613.609628612567,552.24866575131,10373.4,0.164248818952579,0.00971568210977545,0.164248818952579,0.239787638979381,0.215808875081443
1,0.2,3367,498.839986738651,399.071989390921,8102.70000000003,0.143310538034984,0.00882286483429967,0.143310538034984,0.194937721102959,0.155950176882367
1,0.3,2973,427.181189861499,299.026832903049,6894,0.13923480388546,0.00862757313517888,0.13923480388546,0.166934748343018,0.116854323840113
1,0.4,2380,330.958588312909,198.575152987746,5573.29999999999,0.131575311214931,0.0078133205204323,0.131575311214931,0.129332681221026,0.0775996087326159
1,0.5,1786,228.756801974983,114.378400987492,4177.39999999999,0.118632192795151,0.00649636640855519,0.118632192795151,0.0893940559082872,0.0446970279541436
1,0.6,1393,253.212572217281,101.285028886912,3212.4,0.112129635436486,0.0088384489511451,0.112129635436486,0.0989509323528147,0.0395803729411259
1,0.7,978,100.944023995821,30.2832071987464,2046.6,0.0961642802542372,0.0047430906936014,0.0961642802542372,0.0394471143449399,0.011834134303482
1,0.8,571,104.759736491726,20.9519472983452,1318.9,0.091790565404463,0.00729089047251354,0.091790565404463,0.0409382263610371,0.00818764527220742
1,0.9,224,19.9747695405345,1.99747695405345,462.2,0.0655414441886899,0.00283248646261983,0.0655414441886899,0.00780578172821705,0.000780578172821705
2,0,6237,2065.868632816,2065.868632816,17457.2000000001,0.246174072445708,0.0291320082532227,0.246174072445708,0.807304414411802,0.807304414411802
2,0.1,5449,1758.31720991602,1582.48548892442,14990.1,0.237423381490534,0.0278494217991383,0.237423381490534,0.687118833672653,0.618406950305388
2,0.2,4634,1357.05939020792,1085.64751216634,12517.9,0.220907854524074,0.0239485119990239,0.220907854524074,0.5303144735009,0.42425157880072
2,0.3,3829,1298.41659480189,908.891616361323,10079.4,0.204230069503604,0.0263086802191621,0.204230069503604,0.507397920699474,0.355178544489632
2,0.4,3086,878.929201407632,527.357520844579,7793.09999999999,0.183477223970276,0.0206931118477479,0.183477223970276,0.34346977004274,0.206081862025644
2,0.5,2342,737.627973007843,368.813986503922,5981.49999999999,0.168228907890658,0.020745690600804,0.168228907890658,0.288251783943853,0.144125891971926
2,0.6,1762,474.58218449642,189.832873798568,4255.59999999999,0.149085074824487,0.0166258860057377,0.149085074824487,0.185458207002691,0.0741832828010764
2,0.7,1165,303.265136208747,90.979540862624,2874.49999999999,0.134545662672357,0.0141948195222225,0.134545662672357,0.118510576766341,0.0355531730299024
2,0.8,716,220.157527646269,44.0315055292539,1660,0.117454679900744,0.015577428877971,0.117454679900744,0.0860336137117057,0.0172067227423411
2,0.9,276,66.5038643254471,6.65038643254471,572.6,0.0810008644365698,0.00940773751088643,0.0810008644365698,0.0259885175623163,0.00259885175623163
3,0,7596,4322.52293716655,4322.52293716655,22501.5000000001,0.317832095172385,0.0610553306024191,0.317832095172385,1.68916444789335,1.68916444789335
3,0.1,6647,3302.02630241952,2971.82367217757,19401.6,0.304057821952829,0.0517486663751767,0.304057821952829,1.29037266363518,1.16133539727166
3,0.2,5442,2887.69781704333,2310.15825363466,15724.7,0.281017522995792,0.0516063064927071,0.281017522995792,1.12846052171703,0.902768417373627
3,0.3,4566,2551.17142138762,1785.81999497133,13164.6,0.264556715609521,0.0512685180103596,0.264556715609521,0.99695204123412,0.697866428863884
3,0.4,3683,1713.09457341874,1027.85674405124,9644.40000000002,0.226076741947152,0.0401570693672862,0.226076741947152,0.669446638308597,0.401667982985158
3,0.5,2816,1162.27034792162,581.13517396081,7379.7,0.208169072263991,0.0327857148727983,0.208169072263991,0.454194408933956,0.227097204466978
3,0.6,2113,1050.41795009586,420.167180038343,5781.9,0.203433802252776,0.0369585287781815,0.203433802252776,0.410484497716516,0.164193799086606
3,0.7,1401,638.027777046375,191.408333113913,3465.8,0.163294614474554,0.0300613133697399,0.163294614474554,0.249329813495824,0.0747989440487473
3,0.8,804,300.792759342899,60.1585518685798,1922,0.136866010845523,0.0214195135600832,0.136866010845523,0.117544416224387,0.0235088832448774
3,0.9,316,144.620960668795,14.4620960668795,729.9,0.103974911347417,0.0206013858946653,0.103974911347417,0.0565152779367421,0.00565152779367421
4,0,8935,7102.73336570329,7102.73336570329,28813.6999999999,0.405831233603826,0.100039600737234,0.405831233603826,2.77562082575701,2.77562082575701
4,0.1,7397,5017.65077996232,4515.88570196608,22612.6,0.357614545979781,0.0793533209609383,0.357614545979781,1.9608079431066,1.76472714879594
