exposure_days,t_latent,t_incubation,t_post_incubation,tested_positive,expressed_symptoms,time_discharged,symptomatic,vaccinated,FoI_max,FoI_community
0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0
5.099999999999998,0.1,6.9413890390707005,9.44007493775972,1,0,308.0,1,1,3.237477514555356e-7,1.1827750974477929e-7
6.999999999999991,0.1,3.312905453577371,9.701883008795837,1,0,882.0,0,1,6.591302624625464e-8,1.9124161929409061e-7
10.29999999999998,0.1,5.932714382494852,9.30579067810408,1,0,884.0,0,1,0.0031227401361262875,0.010471503126689345
11.699999999999974,0.1,7.865624474410555,8.892402273607283,1,1,1108.0,1,1,2.4729836072435263e-5,8.051977093352927e-5
4.100000000000001,0.1,4.499806387333026,9.832077242937865,1,0,5016.0,1,1,0.0005893402884329799,0.00022360123332638325
8.199999999999987,0.1,4.64627454739634,9.965884002547194,1,0,5017.0,0,1,7.439849739166907e-20,2.2203481932548725e-19
5.1999999999999975,0.1,4.629809124705537,5.774897528589918,0,1,16711.0,1,1,0.008260905723714308,0.008047511969614644
11.299999999999976,0.1,2.3122933836946293,9.155303862199505,0,0,16713.0,0,1,0.03022943902795179,0.12643585427737322
4.899999999999999,0.1,4.969692039772974,5.4234934164330415,1,0,17230.0,0,1,0.019668219767110598,0.00923976442478037
7.699999999999989,0.1,7.07681393963058,7.8946773650068405,0,1,17663.0,1,1,1.525681733773497e-11,1.911491844404683e-11
5.1999999999999975,0.1,3.6434236148454344,7.80773618169447,1,1,18014.0,1,1,1.025586196335002e-13,1.7058314932154162e-13
3.2000000000000015,0.1,3.5555740451516398,7.610403761382231,1,0,19838.0,1,1,0.0020318273237800665,0.0006466393135946045
4.699999999999999,0.1,4.63821242377831,7.82824121407982,1,0,19887.0,0,1,0.44115164772481025,0.2415802494819611
7.099999999999991,0.1,7.962890077218523,9.369371991592327,1,0,20671.0,0,1,1.6893100586187317,0.9421699239388884
2.700000000000001,0.1,3.8819928173870903,6.58444129651384,1,0,20843.0,1,1,0.5701937641076098,0.13517688272666262
3.1000000000000014,0.1,3.191690093640479,7.354399728822848,0,1,21119.0,1,1,5.068953519139313,1.70620966411104
4.4,0.1,5.067735563204821,8.735863316658175,1,0,21227.0,1,1,1.6873816720933034e-6,6.412673539571552e-7
3.3000000000000016,0.1,5.844018102489918,6.415837426143828,1,0,21787.0,1,1,0.7636647978548905,0.18111734686804115
4.999999999999998,0.1,1.8539919996721663,6.606202702744152,1,1,25126.0,1,1,5.56783964365255e-17,1.258840147514568e-16
5.799999999999995,0.1,5.898523060701979,9.863721166036699,1,1,27032.0,1,1,0.3320187226860588,0.17662435951031968
2.800000000000001,0.1,2.769183797233571,9.870556282810657,1,1,30877.0,1,1,0.5683504610105004,0.23163202120232917
4.000000000000002,0.1,4.0262455445042455,6.779219507214109,1,1,35552.0,1,1,0.3007844102866682,0.1231486296475433
3.5000000000000018,0.1,3.1983214667906017,6.42130831847954,1,1,35633.0,1,1,2.204009480506874,1.557576481508714
4.200000000000001,0.1,3.869993830344718,6.992005369829871,1,1,36235.0,1,1,1.5052630665292919e-9,1.1441175081773665e-9
4.300000000000001,0.1,6.087461475485823,5.121883892069661,1,0,38023.0,1,1,8.336315107002248,2.6368204136934708
4.200000000000001,0.1,4.832744833778505,5.958807090567939,1,0,38052.0,0,1,0.00024704810501064323,9.100046116015808e-5
6.999999999999991,0.1,6.485552471334436,5.718208649927904,1,0,38055.0,0,1,7.871951011408035e-7,8.720957515505651e-7
7.899999999999988,0.1,8.350113720571313,8.113140216118857,1,0,38056.0,0,1,4.7161885327625996e-7,3.0634963412111664e-7
4.5,0.1,4.414907371755944,8.721800219444564,1,0,38843.0,0,1,0.0008619934312061419,0.00046177023186113047
3.3000000000000016,0.1,2.858082715635624,5.524833463903791,1,0,38846.0,0,1,2.339386070572772e-5,1.7837267207651502e-5
8.799999999999985,0.1,3.668367649428195,5.311881509751074,0,0,41104.0,0,1,0.026732414727063322,0.07031837961536935
12.499999999999972,0.1,3.7472770222634852,8.913493297699112,0,0,45043.0,0,1,0.965176130154724,4.06173107240195
5.699999999999996,0.1,5.909523272051163,5.489584635651074,1,0,45045.0,0,1,0.01930265440349227,0.009904461936170271
12.099999999999973,0.1,4.856224524706903,7.430086728903542,0,0,45047.0,0,1,1.2375319365655732e-22,4.503288305787346e-22
3.5000000000000018,0.1,8.030091477730041,7.985420752737214,1,0,45692.0,1,1,6.758042486544612,1.4964853214297347
3.800000000000002,0.1,3.100822321359454,6.050967528223917,1,1,53912.0,1,1,7.98398610231492e-11,7.542766809978948e-11
4.4,0.1,7.188864141809618,9.077452240137376,1,0,54677.0,1,1,4.583365768815632e-8,1.3450419018384998e-8
5.899999999999995,0.1,5.13172105439212,5.651155835723905,1,1,55281.0,1,1,0.012466573430109346,0.01445989892902918
9.299999999999983,0.1,12.940440989194288,6.562277088343294,1,0,55374.0,0,1,2.220907144533196,1.2548368603156579
3.0000000000000013,0.1,2.6015782844850652,7.6411300107383395,1,0,58200.0,0,1,0.17521294690952938,0.11867050922460472
4.000000000000002,0.1,5.023804436855234,9.436968081823853,1,0,58746.0,1,1,2.051452878736507,0.6771340089836904
7.39999999999999,0.1,8.075260597249368,5.762198958054274,1,0,58750.0,1,1,0.008057577240429213,0.004785612030399476
3.600000000000002,0.1,4.227861235413182,8.460647414566157,1,0,58845.0,1,1,0.0017151706407118213,0.0005595128525778277
5.099999999999998,0.1,5.193292897814185,8.261548949185125,1,0,60954.0,0,1,0.0001254064377262098,6.0409248737672905e-5
3.5000000000000018,0.1,3.0356139143043954,5.734569518683909,1,0,60959.0,0,1,0.0003600691988487411,0.0002801999760360226
5.099999999999998,0.1,7.455778576465194,8.31813647986155,1,0,60963.0,0,1,5.796533875028169e-13,2.0107448059805617e-13
6.999999999999991,0.1,2.135334611235325,7.417706175574251,1,0,62030.0,0,1,0.00015697475949361076,0.0004625568732111764
4.6,0.1,5.77453818293128,5.88707270305557,1,0,62093.0,0,1,8.330556036642641e-13,3.0228257444735416e-13
7.39999999999999,0.1,5.561434423950887,8.298602145301107,1,0,62096.0,0,1,1.7984255409160124e-10,3.6254323593396767e-10
11.499999999999975,0.1,12.455230428769784,8.85109933181539,1,0,62100.0,1,1,0.004285772652663289,0.0037094512113583457
13.499999999999968,0.1,4.573086842002939,9.083175799484982,0,0,62179.0,0,1,0.013485014280472175,0.05885004625033277
4.200000000000001,0.1,3.334941764712086,7.654194379262966,1,0,63462.0,0,1,0.11367936896211585,0.12946997635034524
9.99999999999998,0.1,3.7775375750128144,6.385707789665522,0,0,64332.0,0,1,1.0886001643889313e-5,3.397422660584468e-5
4.200000000000001,0.1,4.092568282072447,5.15417186187482,1,1,66975.0,1,1,3.2283518552548983e-6,1.9059811483326754e-6
3.0000000000000013,0.1,5.0955553235120075,6.042068384850761,1,0,68266.0,1,1,10.7980182809119,2.4788987030404077
4.999999999999998,0.1,4.212787096572742,5.706054308759171,1,0,68271.0,0,1,0.7879747818673725,0.861741031003195
7.39999999999999,0.1,4.428592321753257,7.74396926124727,1,0,68348.0,0,1,4.786743439768033e-14,1.187963526803084e-13
3.3000000000000016,0.1,3.645754924184791,7.666848180440865,1,0,72058.0,0,1,5.9002766606441944e-9,1.9252932141256945e-9
