R0,VE,n_breach,net_FoI,net_FoI_maxVE,net_exp_days,breach_per_IA,FoI_per_IA,exp_days_per_IA,net_FoI_rel_base,net_FoI_maxVE_rel_base
4,0.8,843,361.056114393027,72.2112228786054,1740.1,0.122713322576314,0.0254619823192128,0.122713322576314,0.141094254673174,0.0282188509346348
4,0.9,376,128.206317285073,12.8206317285073,695.600000000001,0.0985682878886839,0.018167160999573,0.0985682878886839,0.0501007296667434,0.00501007296667434
5,0,8253,7740.1353460692,7740.1353460692,23689.0000000001,0.334269551642231,0.109219113165635,0.334269551642231,3.02470608913254,3.02470608913254
5,0.1,7300,5845.95082998946,5261.35574699052,19581.5000000001,0.305811097842077,0.0912982478997968,0.305811097842077,2.28449274872415,2.05604347385173
5,0.2,5980,4850.76972661937,3880.61578129549,15830.2,0.280995904457172,0.086104182299963,0.280995904457172,1.8955938201438,1.51647505611504
5,0.3,5077,3966.5634937207,2776.59444560449,13150.5,0.266359743784629,0.0803416475337749,0.266359743784629,1.55006188082755,1.08504331657929
5,0.4,3925,2451.21097176519,1470.72658305911,9628.00000000001,0.227525334059481,0.0579261108434918,0.227525334059481,0.957889290115829,0.574733574069497
5,0.5,3037,2097.98502589806,1048.99251294903,7148.1,0.20137988508398,0.0591054942464799,0.20137988508398,0.819854924883898,0.409927462441949
5,0.6,2326,1387.85875681445,555.143502725781,5397.69999999999,0.188983124879845,0.0485914157427521,0.188983124879845,0.54235031364464,0.216940125457856
5,0.7,1520,736.558852362614,220.967655708784,3096.8,0.143884565400373,0.0342222456613252,0.143884565400373,0.287833990768274,0.0863501972304823
5,0.8,924,555.839354718654,111.167870943731,1794.8,0.125269609259389,0.0387952857012461,0.125269609259389,0.217212051937933,0.0434424103875866
5,0.9,370,206.475830712513,20.6475830712513,649.4,0.0929320825064526,0.0295476269408124,0.0929320825064526,0.0806870519043318,0.00806870519043318
6,0,9115,9420.43560242456,9420.43560242456,27443.5000000001,0.389268261490905,0.133622773678387,0.389268261490905,3.68133729643438,3.68133729643438
6,0.1,7862,7790.55558410441,7011.50002569397,23110.2,0.363863786142269,0.122660169578109,0.363863786142269,3.04440941396885,2.73996847257197
6,0.2,6448,6993.0889050142,5594.47112401136,18515.8000000001,0.330123125514508,0.124681643046701,0.330123125514508,2.73277373677757,2.18621898942205
6,0.3,5331,4867.50979833605,3407.25685883523,14277.2,0.288268074393575,0.0982789115973852,0.288268074393575,1.9021355399704,1.33149487797928
6,0.4,4278,4415.86848140022,2649.52108884013,11422,0.269492934632024,0.104188877254562,0.269492934632024,1.72564221261103,1.03538532756662
6,0.5,3280,2630.72106118802,1315.36053059401,7995.19999999998,0.225888844615558,0.0743259131751023,0.225888844615558,1.02803861390171,0.514019306950856
6,0.6,2537,1931.66288611249,772.665154444996,6019.89999999999,0.211889906852648,0.0679911408842495,0.211889906852648,0.754859215316304,0.301943686126522
6,0.7,1663,1304.43740010597,391.331220031792,3874.19999999999,0.181585225952191,0.0611394765470888,0.181585225952191,0.509750743441003,0.152925223032301
6,0.8,951,642.753352864939,128.550670572988,1926.5,0.132588662264671,0.0442365986101711,0.132588662264671,0.251176483781807,0.0502352967563613
6,0.9,355,129.922287676794,12.9922287676794,686.6,0.0963084121714687,0.0182240157760513,0.0963084121714687,0.0507713001232725,0.00507713001232725
7,0,9935,13598.9888393377,13598.9888393377,30522.5000000001,0.432137304726846,0.19253437248069,0.432137304726846,5.31424096728226,5.31424096728226
7,0.1,8245,9426.45580340819,8483.81022306737,24191.4,0.383951961727708,0.149611274992688,0.383951961727708,3.68368988301831,3.31532089471648
7,0.2,6968,8138.10009276032,6510.48007420825,20327.5000000001,0.360070082753542,0.144153800214331,0.360070082753542,3.18022357542405,2.54417886033924
7,0.3,5681,6075.28100963058,4252.69670674141,15047.7,0.302363093434405,0.122074520329033,0.302363093434405,2.37411087034196,1.66187760923937
7,0.4,4637,4947.55665135528,2968.53399081317,12614.4,0.295211864424904,0.11578651568005,0.295211864424904,1.93341641464738,1.16004984878843
