R0,VE,n_breach,net_FoI,net_FoI_maxVE,net_exp_days,breach_per_IA,FoI_per_IA,exp_days_per_IA,net_FoI_rel_base,net_FoI_maxVE_rel_base
1,0,4454,364.539807576889,364.539807576889,6959.79999999998,0.0983038998811172,0.00514895323812757,0.0983038998811172,0.142455619496238,0.142455619496238
1,0.1,3799,332.635572263119,299.372015036807,5601.9,0.0883397509899347,0.00524553162750466,0.0883397509899347,0.129988016475358,0.116989214827822
1,0.2,3453,289.555134844118,231.644107875294,5196.6,0.0915961209198,0.00510374613095693,0.0915961209198,0.113152954094967,0.0905223632759733
1,0.3,2876,264.714878497855,185.300414948498,4316.6,0.0862983630328525,0.00529223478775085,0.0862983630328525,0.103445827376012,0.0724120791632083
1,0.4,2326,152.778798841991,91.6672793051945,3469.19999999999,0.0817679371135723,0.00360094754294911,0.0817679371135723,0.0597032148000367,0.035821928880022
1,0.5,1946,162.50574135875,81.2528706793751,2737.7,0.0765594797887244,0.00454445520732985,0.0765594797887244,0.0635043295019941,0.0317521647509971
1,0.6,1605,135.625878917252,54.2503515669009,2174.9,0.075772328558961,0.00472513157313711,0.075772328558961,0.0530001612973472,0.0212000645189389
1,0.7,1113,133.361399644063,40.0084198932189,1528.6,0.0714213302715355,0.00623109287547616,0.0714213302715355,0.0521152434063688,0.0156345730219107
1,0.8,728,29.495352578189,5.89907051563779,954.500000000002,0.0665317432253109,0.00205592165958311,0.0665317432253109,0.0115262548463919,0.00230525096927838
1,0.9,325,22.2852530680611,2.22852530680611,443.4,0.0632982516664282,0.00318136571301798,0.0632982516664282,0.0087086772567945,0.00087086772567945
2,0,5253,800.197062927456,800.197062927456,9091.40000000002,0.128118006289184,0.0112765528236274,0.128118006289184,0.312702662230813,0.312702662230813
2,0.1,4451,868.26762886721,781.440865980489,7449.7,0.11633727462446,0.013559188905198,0.11633727462446,0.339303418688287,0.305373076819458
2,0.2,3886,722.850135303644,578.280108242916,6215.29999999998,0.108764317095965,0.0126494781151396,0.108764317095965,0.28247686998052,0.225981495984416
2,0.3,3213,695.777940511781,487.044558358247,5069.79999999999,0.102860666147591,0.0141165691845518,0.102860666147591,0.271897541742453,0.190328279219717
2,0.4,2737,438.381229172428,263.028737503457,4251.09999999998,0.100799348113566,0.010394613659007,0.100799348113566,0.171311522855042,0.102786913713025
2,0.5,2228,368.361146319852,184.180573159926,3343.4,0.094266462621126,0.0103858653558161,0.094266462621126,0.143948930148791,0.0719744650743953
2,0.6,1720,357.354079510896,142.941631804358,2592.7,0.0906192869545422,0.0124901345607182,0.0906192869545422,0.139647565829955,0.0558590263319821
2,0.7,1235,152.863187468979,45.8589562406938,1729.4,0.0815439961920059,0.00720774556312499,0.0815439961920059,0.0597361923621196,0.0179208577086359
2,0.8,766,103.862183938634,20.7724367877267,1139.4,0.0800854802028312,0.00730020438444818,0.0800854802028312,0.0405874789191291,0.00811749578382582
2,0.9,332,83.1437601574012,8.31437601574012,416.5,0.0581115030756326,0.0116005014984549,0.0581115030756326,0.0324910904496241,0.00324910904496241
3,0,5871,1901.0445761367,1901.0445761367,11350.9,0.159988744896692,0.0267948564192066,0.159988744896692,0.742894128856964,0.742894128856964
3,0.1,5145,1365.06776229017,1228.56098606115,9569.00000000001,0.150861211301202,0.0215211386902828,0.150861211301202,0.533444001696232,0.480099601526609
3,0.2,4430,1354.89586127858,1083.91668902286,7935.20000000001,0.139921498386897,0.023890898662706,0.139921498386897,0.529469005193951,0.423575204155161
3,0.3,3716,1054.17620057136,737.923340399951,6226.50000000001,0.124531372575151,0.0210837563949584,0.124531372575151,0.411953154605507,0.288367208223855
3,0.4,2986,895.867184049288,537.520310429573,4997.19999999999,0.117187381202124,0.0210086306739089,0.117187381202124,0.350088829909678,0.210053297945807
3,0.5,2437,542.361657331193,271.180828665597,3891.2,0.10883222832161,0.0151692094273116,0.10883222832161,0.211945209494921,0.10597260474746
3,0.6,1902,431.681152150617,172.672460860247,2995.8,0.105932587648809,0.015264403994437,0.105932587648809,0.168693252907628,0.0674773011630513
3,0.7,1325,330.449793652145,99.1349380956436,1897.1,0.0878900133738742,0.0153092808937225,0.0878900133738742,0.129133853391832,0.0387401560175496
3,0.8,790,146.390213705205,29.278042741041,1210.5,0.0839477670419011,0.0101521119845838,0.0839477670419011,0.057206670295296,0.0114413340590592
3,0.9,393,138.873769671716,13.8873769671716,531.6,0.0753504683425649,0.0196843558789715,0.0753504683425649,0.0542693787596557,0.00542693787596557
4,0,6368,3148.13450115605,3148.13450115605,12903.5,0.182555568859687,0.0445390386100939,0.182555568859687,1.23023450744834,1.23023450744834
4,0.1,5480,2385.04392469,2146.539532221,10706.9,0.168128956760967,0.0374520119630529,0.168128956760967,0.932032394694759,0.838829155225283
4,0.2,4851,2161.05200007911,1728.84160006329,9352.50000000003,0.16398274556395,0.0378909639432704,0.16398274556395,0.84450036741165,0.67560029392932
4,0.3,4074,1698.95032164443,1189.2652251511,7617.60000000001,0.153646899628133,0.0342678073859071,0.153646899628133,0.663919318364548,0.464743522855183
4,0.4,3296,1092.25824869033,655.3549492142,5886.9,0.138282085247252,0.0256569244011977,0.138282085247252,0.426834936083734,0.25610096165024
4,0.5,2603,838.024288145592,419.012144072796,4566.79999999999,0.128832762382339,0.0236412770397849,0.128832762382339,0.32748486348914,0.16374243174457
4,0.6,2024,713.611282738114,285.444513095246,3127.8,0.109024127053646,0.0248739840003055,0.109024127053646,0.278866492078569,0.111546596831428
4,0.7,1426,380.04672946322,114.014018838966,2235.8,0.103986997567341,0.0176759631148438,0.103986997567341,0.148515446483258,0.0445546339449773
4,0.8,847,267.087008662747,53.4174017325493,1219.6,0.0852840677970851,0.0186768338426651,0.0852840677970851,0.10437281330496,0.0208745626609921
4,0.9,368,121.937813350416,12.1937813350416,521.9,0.0740070958937198,0.0172911734924214,0.0740070958937198,0.0476511107423745,0.00476511107423745
5,0,6969,4590.45749579911,4590.45749579911,14830.1,0.210328453311828,0.0651043367937581,0.210328453311828,1.79386846852737,1.79386846852737
5,0.1,6127,3629.54243983784,3266.58819585405,12717.0000000001,0.199611617863548,0.0569708923897487,0.199611617863548,1.41836009678019,1.27652408710217
5,0.2,5249,3512.66258982907,2810.13007186326,10636.5,0.18736486870764,0.0618765162372546,0.18736486870764,1.3726855474071,1.09814843792568
5,0.3,4274,1932.08853287457,1352.4619730122,8267.20000000002,0.165677842152611,0.0387197913410177,0.165677842152611,0.755025550437788,0.528517885306451
5,0.4,3529,1766.75876302449,1060.0552578147,6770.99999999999,0.156736384492276,0.0408972649219473,0.156736384492276,0.690417641244782,0.414250584746869
5,0.5,2813,1216.76412056859,608.382060284294,5071.59999999998,0.142907916528318,0.0342860685734027,0.142907916528318,0.475489598045707,0.237744799022853
5,0.6,2096,854.790804739821,341.916321895928,3415.9,0.120505683100035,0.0301552006302295,0.120505683100035,0.33403691749965,0.13361476699986
5,0.7,1440,588.493415319801,176.54802459594,2251.6,0.105801665219643,0.027653039310548,0.105801665219643,0.229972673234478,0.0689918019703436
5,0.8,925,376.860068389547,75.3720136779093,1426.1,0.102084599562473,0.0269767962784048,0.102084599562473,0.147270156482168,0.0294540312964335
5,0.9,399,196.019907121249,19.6019907121249,608.8,0.0861339802665154,0.0277332043558244,0.0861339802665154,0.0766010644713005,0.00766010644713004
6,0,7337,5387.73176185441,5387.73176185441,16354.2000000001,0.229552916882789,0.0756239706812759,0.229552916882789,2.10542895415516,2.10542895415516
6,0.1,6429,4949.9492820065,4454.95435380585,13824.8000000001,0.215626650300843,0.077204804614759,0.215626650300843,1.93435141179874,1.74091627061887
6,0.2,5428,3401.54688430206,2721.23750744165,11442,0.201824705938495,0.059999667860537,0.201824705938495,1.32926352232889,1.06341081786311
6,0.3,4543,2718.84734319373,1903.19314023561,9191.4,0.184699855137421,0.0546348445752164,0.184699855137421,1.06247678453792,0.743733749176545
