R0,VE,n_breach,net_FoI,net_FoI_maxVE,net_exp_days,breach_per_IA,FoI_per_IA,exp_days_per_IA,net_FoI_rel_base,net_FoI_maxVE_rel_base
6,0.4,3771,2704.48978201115,1622.69386920669,7445.39999999999,0.175971939075451,0.0639205833333664,0.175971939075451,1.0568661071024,0.634119664261442
6,0.5,2936,1727.51945871938,863.75972935969,5569.69999999999,0.157054272503037,0.0487125539659251,0.157054272503037,0.675083624802127,0.337541812401063
6,0.6,2170,1258.30343439992,503.321373759968,3871.9,0.134636381690533,0.0437545963161179,0.134636381690533,0.491722416965059,0.196688966786024
6,0.7,1547,724.995372588603,217.498611776581,2620,0.122679404147508,0.0339473283659812,0.122679404147508,0.283315190240868,0.0849945570722605
6,0.8,937,543.234950734432,108.646990146886,1469.1,0.103550954170492,0.038290448224975,0.103550954170492,0.212286476896106,0.0424572953792212
6,0.9,386,155.977369764841,15.5977369764841,662.9,0.0943902827650164,0.0222096063313424,0.0943902827650164,0.060953158956605,0.00609531589566049
7,0,7795,6704.55921330034,6704.55921330034,17730.9000000001,0.250419354125157,0.0946907031165103,0.250419354125157,2.6200215074686,2.6200215074686
7,0.1,6921,5805.9026175422,5225.31235578798,15566.9,0.242756608579956,0.0905396211949734,0.242756608579956,2.26884262548572,2.04195836293715
7,0.2,5688,4602.87763773695,3682.30211018956,12144,0.214753802253881,0.0813970251987295,0.214753802253881,1.79872203726585,1.43897762981268
7,0.3,4856,4086.80155575273,2860.76108902691,10030.5,0.202544297011573,0.0825241361981696,0.202544297011573,1.5970487592364,1.11793413146548
7,0.4,3996,3322.39895116327,1993.43937069796,7943.8,0.185941782531604,0.0777679175281894,0.185941782531604,1.29833392942084,0.779000357652502
7,0.5,3117,2378.01464527179,1189.00732263589,6011.99999999999,0.168474255405177,0.0666390962582789,0.168474255405177,0.92928547835443,0.464642739177215
7,0.6,2242,1340.63817944407,536.255271777629,4009.39999999999,0.139978496585741,0.0468051371337423,0.139978496585741,0.523897358816521,0.209558943526608
7,0.7,1547,808.004384848557,242.401315454567,2487.9,0.115847131381515,0.037624096679284,0.115847131381515,0.315753623628609,0.0947260870885827
7,0.8,914,550.538453553886,110.107690710777,1484.2,0.104320580759208,0.0386959245418527,0.104320580759208,0.215140554823983,0.0430281109647967
7,0.9,437,193.196517896298,19.3196517896298,591.1,0.083322641539548,0.0272333686472037,0.083322641539548,0.0754977345941249,0.00754977345941249
8,0,8268,9189.36864016982,9189.36864016982,19638.1000000001,0.276027263521775,0.129163018786893,0.276027263521775,3.59104047131695,3.59104047131695
8,0.1,7434,7708.43334736863,6937.59001263177,17172.4000000001,0.267204728736028,0.11994420358036,0.267204728736028,3.01231751655339,2.71108576489805
8,0.2,6150,5894.17296292812,4715.3383703425,13576.5000000001,0.238698758746742,0.103629931874161,0.238698758746742,2.30333709350742,1.84266967480594
8,0.3,5097,4849.90261382704,3394.93182967893,11389.1000000001,0.229801606892161,0.0978580760488483,0.229801606892161,1.89525496801452,1.32667847761017
8,0.4,4210,4197.7434659745,2518.6460795847,9066.70000000003,0.211372990111893,0.0978624624312801,0.211372990111893,1.64040286822601,0.984241720935603
8,0.5,3253,2359.12503080912,1179.56251540456,6494.39999999999,0.182736548490231,0.0663800144104101,0.182736548490231,0.921903755770517,0.460951877885259
8,0.6,2455,1758.32302826319,703.329211305277,4466,0.157062411938826,0.0618375404806532,0.157062411938826,0.687121107378386,0.274848442951354
8,0.7,1686,1003.47453966981,301.042361900944,2864.89999999999,0.133252631490888,0.0466737488376945,0.133252631490888,0.392139854759799,0.11764195642794
8,0.8,1000,537.183355781031,107.436671156206,1670.5,0.117077062886236,0.0376485181240437,0.117077062886236,0.209921622111776,0.0419843244223552
8,0.9,427,314.459237238364,31.4459237238364,657.899999999999,0.0913200885813629,0.043648647818567,0.0913200885813629,0.12288503070452,0.012288503070452
9,0,8680,9965.80369381089,9965.80369381089,21646.8000000001,0.304814737422223,0.140331311608662,0.304814737422223,3.89445736644356,3.89445736644356
9,0.1,7461,8697.45857232027,7827.71271508824,17661.5000000001,0.278224729318266,0.13701260125361,0.278224729318266,3.39881083824137,3.05892975441724
9,0.2,6343,8318.00816646199,6654.4065331696,15016.7,0.265912558262953,0.147293535277127,0.265912558262953,3.25052842432904,2.60042273946323
9,0.3,5328,5777.87500629723,4044.51250440806,11623.8000000001,0.236059667944571,0.117338844045128,0.236059667944571,2.25788993763129,1.58052295634191
9,0.4,4204,5046.16992143066,3027.7019528584,9089.00000000001,0.212324375708066,0.117881491724567,0.212324375708066,1.9719527121577,1.18317162729462
9,0.5,3424,2874.43301160051,1437.21650580026,6736.80000000001,0.189658688428773,0.0809228706443001,0.189658688428773,1.12327687362819,0.561638436814095
9,0.6,2418,1961.25285449956,784.501141799824,4849.49999999999,0.169747977851431,0.0686501095178157,0.169747977851431,0.766422444324059,0.306568977729623
9,0.7,1719,1474.36210965679,442.308632897037,2895.9,0.135649115502675,0.0690617480250016,0.135649115502675,0.576154272667847,0.172846281800354
9,0.8,1029,894.407808893698,178.881561778739,1761.7,0.124148847528597,0.0630298567830679,0.124148847528597,0.349518532269898,0.0699037064539795
9,0.9,451,333.245743110848,33.3245743110848,646.6,0.0915858519159807,0.0472016629758445,0.0915858519159807,0.130226460300436,0.0130226460300436
10,0,9095,15212.8474180851,15212.8474180851,23872.8,0.336401742358523,0.214370680342405,0.336401742358523,5.94490795847575,5.94490795847575
10,0.1,7926,11432.6921383786,10289.4229245407,20389.3000000001,0.320488017297971,0.179704101455521,0.320488017297971,4.46769106482009,4.02092195833808
10,0.2,6602,8949.47054252233,7159.57643401787,15693.5000000001,0.27650875886694,0.157683562763506,0.27650875886694,3.49729259685708,2.79783407748566
10,0.3,5707,7662.93222928291,5364.05256049803,13377.8000000001,0.27003744904737,0.154680042414928,0.27003744904737,2.99453649557859,2.09617554690501
10,0.4,4534,5944.40968446307,3566.64581067784,9866.20000000001,0.229888310800337,0.138508270769534,0.229888310800337,2.32296870338644,1.39378122203186
10,0.5,3542,3845.03305486733,1922.51652743367,7457.6,0.209673122618813,0.108104495707277,0.209673122618813,1.50256996473316,0.751284982366582
10,0.6,2633,2893.41686247136,1157.36674498854,5249.19999999999,0.183539198444452,0.101168827955432,0.183539198444452,1.13069542211047,0.452278168844189
10,0.7,1790,2071.14127482066,621.342382446199,3558.49999999999,0.165220848732263,0.0961629111339868,0.165220848732263,0.809364868352754,0.242809460505826
10,0.8,1068,1165.70855407237,233.141710814474,1871.3,0.129819128618101,0.0808695926427304,0.129819128618101,0.455537998240201,0.0911075996480402
10,0.9,444,346.191952699447,34.6191952699447,611.8,0.085051278701769,0.0481269503977612,0.085051278701769,0.135285606842842,0.0135285606842842
